"DB_Class_Key","Symbol_human","GeneID_human","Symbol_mouse","GeneID_mouse"
"48009946","DNALI1","7802","Dnali1","75563"
"48009947","ABHD8","79575","Abhd8","64296"
"48009948","SNCAIP","9627","Sncaip","67847"
"48009949","GK2","2712","Gk2","14626"
"48009950","GK","2710","Gykl1","14625"
"48009951","GK","2710","Gk","14933"
"48009952","PPP1R3D","5509","Ppp1r3d","228966"
"48009953","CD209","30835","Cd209b","69165"
"48009953","CLEC4M","10332","Cd209b","69165"
"48009956","CD209","30835","Cd209e","170780"
"48009957","CD209","30835","Cd209d","170779"
"48009958","DDX43","55510","Ddx43","100048658"
"48009959","RAMP2","10266","Ramp2","54409"
"48009960","TLCD2","727910","Tlcd2","380712"
"48009961","MRPL55","128308","Mrpl55","67212"
"48009962","CA4","762","Car4","12351"
"48009963","TBC1D13","54662","Tbc1d13","70296"
"48009964","KCNA2","3737","Kcna2","16490"
"48009965","EGR4","1961","Egr4","13656"
"48009966","RBM15B","29890","Rbm15b","109095"
"48009967","PIGW","284098","Pigw","70325"
"48009968","ZNF341","84905","Zfp341","228807"
"48009969","SFI1","9814","Sfi1","78887"
"48009970","NUB1","51667","Nub1","53312"
"48009971","PPFIA1","8500","Ppfia1","233977"
"48009972","FOCAD","54914","Focad","230393"
"48009973","DIS3","22894","Dis3","72662"
"48009974","HSPB9","94086","Hspb9","75482"
"48009975","HSPB6","126393","Hspb6","243912"
"48009976","SMARCD2","6603","Smarcd2","83796"
"48009977","KIF19","124602","Kif19a","286942"
"48009978","CDC42BPA","8476","Cdc42bpa","226751"
"48009979","UNC5A","90249","Unc5a","107448"
"48009980","PLEK2","26499","Plek2","27260"
"48009981","SERPINH1","871","Serpinh1","12406"
"48009982","PRSS16","10279","Prss16","54373"
"48009983","ST7L","54879","St7l","229681"
"48009984","CYTH4","27128","Cyth4","72318"
"48009985","BICD2","23299","Bicd2","76895"
"48009986","DLGAP4","22839","Dlgap4","228836"
"48009987","NOA1","84273","Noa1","56412"
"48009988","LAMP5","24141","Lamp5","76161"
"48009989","CBLC","23624","Cblc","80794"
"48009990","RAC3","5881","Rac3","170758"
"48009991","ACSM3","6296","Acsm3","20216"
"48009992","H3C1","8350","H3c1","360198"
"48009992","H3C10","8357","H3c1","360198"
"48009992","H3C11","8354","H3c1","360198"
"48009992","H3C2","8358","H3c1","360198"
"48009992","H3C3","8352","H3c1","360198"
"48009992","H3C4","8351","H3c1","360198"
"48009992","H3C8","8355","H3c1","360198"
"48009993","H3C1","8350","H3c10","319152"
"48009993","H3C10","8357","H3c10","319152"
"48009993","H3C11","8354","H3c10","319152"
"48009993","H3C2","8358","H3c10","319152"
"48009993","H3C3","8352","H3c10","319152"
"48009993","H3C6","8353","H3c10","319152"
"48009993","H3C8","8355","H3c10","319152"
"48009994","H3C1","8350","H3c11","319153"
"48009994","H3C10","8357","H3c11","319153"
"48009994","H3C11","8354","H3c11","319153"
"48009994","H3C2","8358","H3c11","319153"
"48009994","H3C3","8352","H3c11","319153"
"48009994","H3C7","8968","H3c11","319153"
"48009994","H3C8","8355","H3c11","319153"
"48009995","H3C1","8350","H3c8","97908"
"48009995","H3C10","8357","H3c8","97908"
"48009995","H3C11","8354","H3c8","97908"
"48009995","H3C12","8356","H3c8","97908"
"48009995","H3C2","8358","H3c8","97908"
"48009995","H3C3","8352","H3c8","97908"
"48009995","H3C8","8355","H3c8","97908"
"48009996","ACTA2","59","Acta2","11475"
"48009997","ZMIZ1","57178","Zmiz1","328365"
"48009998","ANXA5","308","Anxa5","11747"
"48009999","KCNK15","60598","Kcnk15","241769"
"48010000","TNMD","64102","Tnmd","64103"
"48010001","CERS3","204219","Cers3","545975"
"48010002","PI4KA","5297","Pi4ka","224020"
"48010003","FBXO40","51725","Fbxo40","207215"
"48010004","KCNQ2","3785","Kcnq2","16536"
"48010005","WAPL","23063","Wapl","218914"
"48010006","RGS11","8786","Rgs11","50782"
"48010007","ITGA8","8516","Itga8","241226"
"48010008","KCNG1","3755","Kcng1","241794"
"48010009","RPS23","6228","Rps23","66475"
"48010010","LHFPL5","222662","Lhfpl5","328789"
"48010011","TMEM125","128218","Tmem125","230678"
"48010012","CA5A","763","Car5a","12352"
"48010013","CA5B","11238","Car5b","56078"
"48010014","MUC13","56667","Muc13","17063"
"48010015","TBRG1","84897","Tbrg1","21376"
"48010016","NPY1R","4886","Npy1r","18166"
"48010017","RRN3","54700","Rrn3","106298"
"48010017","RRN3P1","730092","Rrn3","106298"
"48010017","RRN3P2","653390","Rrn3","106298"
"48010018","TMEM259","91304","Tmem259","216157"
"48010019","ARHGEF25","115557","Arhgef25","52666"
"48010020","BMERB1","89927","Bmerb1","67254"
"48010021","PLPP1","8611","Plpp1","19012"
"48010022","UTP20","27340","Utp20","70683"
"48010023","RCN1","5954","Rcn1","19672"
"48010024","FMN2","56776","Fmn2","54418"
"48010025","MAP9","79884","Map9","213582"
"48010026","SLC9A1","6548","Slc9a1","20544"
"48010027","GGT5","2687","Ggt5","23887"
"48010028","EPHX4","253152","Ephx4","384214"
"48010029","OPN3","23596","Opn3","13603"
"48010030","DMGDH","29958","Dmgdh","74129"
"48010031","RNF207","388591","Rnf207","433809"
"48010032","DEGS2","123099","Degs2","70059"
"48010033","IDO2","169355","Ido2","209176"
"48010034","IDO1","3620","Ido1","15930"
"48010035","SLC9A6","10479","Slc9a6","236794"
"48010036","CAMTA1","23261","Camta1","100072"
"48010037","NFASC","23114","Nfasc","269116"
"48010038","SEMA4C","54910","Sema4c","20353"
"48010039","CD300LG","146894","Cd300lg","52685"
"48010040","IGSF11","152404","Igsf11","207683"
"48010041","IGDCC3","9543","Igdcc3","19289"
"48010042","PPEF1","5475","Ppef1","237178"
"48010043","MRPL22","29093","Mrpl22","216767"
"48010044","SIGIRR","59307","Sigirr","24058"
"48010045","CCDC88B","283234","Ccdc88b","78317"
"48010046","C1QTNF9","338872","C1qtnf9","239126"
"48010046","C1QTNF9B","387911","C1qtnf9","239126"
"48010047","TMIGD1","388364","Tmigd1","66601"
"48010048","NFIC","4782","Nfic","18029"
"48010049","STAT2","6773","Stat2","20847"
"48010050","MYOM3","127294","Myom3","242702"
"48010051","LRRC3C","100505591","Lrrc3c","192852"
"48010052","LRRC38","126755","Lrrc38","242735"
"48010053","LRRC3","81543","Lrrc3","237387"
"48010054","LRFN5","145581","Lrfn5","238205"
"48010055","ELFN1","392617","Elfn1","243312"
"48010056","FLRT1","23769","Flrt1","396184"
"48010057","PRELP","5549","Prelp","116847"
"48010058","LRRC4B","94030","Lrrc4b","272381"
"48010059","ELFN2","114794","Elfn2","207393"
"48010060","IGDCC4","57722","Igdcc4","56741"
"48010061","CADM1","23705","Cadm1","54725"
"48010062","SLITRK2","84631","Slitrk2","245450"
"48010063","LRRTM2","26045","Lrrtm2","107065"
"48010064","RNF139","11236","Rnf139","75841"
"48010065","ADCK1","57143","Adck1","72113"
"48010066","IL2RG","3561","Il2rg","16186"
"48010067","GFRA4","64096","Gfra4","14588"
"48010068","NR0B2","8431","Nr0b2","23957"
"48010069","KAT2A","2648","Kat2a","14534"
"48010070","NCOA6","23054","Ncoa6","56406"
"48010071","EP300","2033","Ep300","328572"
"48010072","NR1H5P","643609","Nr1h5","381463"
"48010073","NR2C2","7182","Nr2c2","22026"
"48010074","TERT","7015","Tert","21752"
"48010075","GAL3ST4","79690","Gal3st4","330217"
"48010076","SP2","6668","Sp2","78912"
"48010077","GRIK2","2898","Grik2","14806"
"48010078","REST","5978","Rest","19712"
"48010079","MMRN2","79812","Mmrn2","105450"
"48010080","MYOM1","8736","Myom1","17929"
"48010081","C1QL3","389941","C1ql3","227580"
"48010082","AQP11","282679","Aqp11","66333"
"48010083","PLCB2","5330","Plcb2","18796"
"48010084","EIF2AK2","5610","Eif2ak2","19106"
"48010085","MYO9A","4649","Myo9a","270163"
"48010086","KLHL5","51088","Klhl5","71778"
"48010087","MYO15A","51168","Myo15a","17910"
"48010088","NLRC5","84166","Nlrc5","434341"
"48010089","ODR4","54953","Odr4","226499"
"48010090","PPARGC1A","10891","Ppargc1a","19017"
"48010091","MEGF10","84466","Megf10","70417"
"48010092","HMX2","3167","Hmx2","15372"
"48010093","DHX40","79665","Dhx40","67487"
"48010094","ZNF142","7701","Zfp142","77264"
"48010095","MKX","283078","Mkx","210719"
"48010096","DNTTIP2","30836","Dnttip2","99480"
"48010097","LYPLA1","10434","Lypla1","18777"
"48010098","SLC18A2","6571","Slc18a2","214084"
"48010099","HYPK","25764","Hypk","67693"
"48010100","STK26","51765","Stk26","70415"
"48010101","NSD1","64324","Nsd1","18193"
"48010102","DDHD2","23259","Ddhd2","72108"
"48010103","RETREG3","162427","Retreg3","67998"
"48010104","ANKRD33","341405","Ankrd33","208258"
"48010105","KMT2A","4297","Kmt2a","214162"
"48010106","FAM20C","56975","Fam20c","80752"
"48010107","SBNO1","55206","Sbno1","243272"
"48010108","BICC1","80114","Bicc1","83675"
"48010109","SETD5","55209","Setd5","72895"
"48010110","KMT5C","84787","Kmt5c","232811"
"48010111","NT5DC3","51559","Nt5dc3","103466"
"48010112","NSMF","26012","Nsmf","56876"
"48010113","P4HB","5034","P4hb","18453"
"48010114","EMILIN3","90187","Emilin3","280635"
"48010115","PRDM2","7799","Prdm2","110593"
"48010116","PRDM13","59336","Prdm13","230025"
"48010117","MYLK2","85366","Mylk2","228785"
"48010118","PRDM6","93166","Prdm6","225518"
"48010119","PRDM15","63977","Prdm15","114604"
"48010120","MIF","4282","Mif","17319"
"48010121","DEPDC1B","55789","Depdc1b","218581"
"48010122","PRR13","54458","Prr13","66151"
"48010123","KIF3C","3797","Kif3c","16570"
"48010124","TMEM67","91147","Tmem67","329795"
"48010125","ADD2","119","Add2","11519"
"48010126","SHANK2","22941","Shank2","210274"
"48010127","UGT2B10","7365","Ugt2b1","71773"
"48010127","UGT2B11","10720","Ugt2b1","71773"
"48010127","UGT2B15","7366","Ugt2b1","71773"
"48010127","UGT2B17","7367","Ugt2b1","71773"
"48010127","UGT2B28","54490","Ugt2b1","71773"
"48010127","UGT2B4","7363","Ugt2b1","71773"
"48010127","UGT2B7","7364","Ugt2b1","71773"
"48010128","UGT2B28","54490","Ugt2b5","22238"
"48010129","UGT2B10","7365","Ugt2b34","100727"
"48010130","UGT2B7","7364","Ugt2b35","243085"
"48010131","UGT2B7","7364","Ugt2b36","231396"
"48010132","DOK2","9046","Dok2","13449"
"48010133","PAPSS1","9061","Papss1","23971"
"48010134","SLC12A5","57468","Slc12a5","57138"
"48010135","LOXL4","84171","Loxl4","67573"
"48010136","DNAJA2","10294","Dnaja2","56445"
"48010137","SLC16A12","387700","Slc16a12","240638"
"48010138","KCNA6","3742","Kcna6","16494"
"48010139","TTC13","79573","Ttc13","234875"
"48010140","PROM2","150696","Prom2","192212"
"48010141","TNNT1","7138","Tnnt1","21955"
"48010142","ADORA2A","135","Adora2a","11540"
"48010143","GALNT18","374378","Galnt18","233733"
"48010144","CPEB1","64506","Cpeb1","12877"
"48010145","PRKAB2","5565","Prkab2","108097"
"48010146","CENPS","378708","Cenps","69928"
"48010146","CENPS-CORT","100526739","Cenps","69928"
"48010147","LINGO2","158038","Lingo2","242384"
"48010148","GIMAP1-GIMAP5","100527949","Gimap3","83408"
"48010148","GIMAP5","55340","Gimap3","83408"
"48010149","RXFP3","51289","Rxfp3","239336"
"48010150","PDXP","57026","Pdxp","57028"
"48010151","RGS19","10287","Rgs19","56470"
"48010152","TRUB1","142940","Trub1","72133"
"48010153","FUT9","10690","Fut9","14348"
"48010154","LETMD1","25875","Letmd1","68614"
"48010155","KIF17","57576","Kif17","16559"
"48010156","CYFIP2","26999","Cyfip2","76884"
"48010157","USP13","8975","Usp13","72607"
"48010158","CTSO","1519","Ctso","229445"
"48010159","ZNF827","152485","Zfp827","622675"
"48010160","PRMT9","90826","Prmt9","102182"
"48010161","HSPG2","3339","Hspg2","15530"
"48010162","GDAP1L1","78997","Gdap1l1","228858"
"48010163","CCDC73","493860","Ccdc73","211936"
"48010164","DMRT2","10655","Dmrt2","226049"
"48010165","CFAP43","80217","Cfap43","100048534"
"48010166","CA12","771","Car12","76459"
"48010167","PTPRG","5793","Ptprg","19270"
"48010168","RALGAPA1","253959","Ralgapa1","56784"
"48010169","TNPO1","3842","Tnpo1","238799"
"48010170","TMEM174","134288","Tmem174","68344"
"48010171","TTI1","9675","Tti1","75425"
"48010172","MS4A2","2206","Ms4a2","14126"
"48010173","MS4A18","728588","Ms4a18","76002"
"48010174","MS4A3","932","Ms4a3","170813"
"48010175","MS4A13","503497","Ms4a13","73466"
"48010176","MS4A6A","64231","Ms4a6c","73656"
"48010176","MS4A6E","245802","Ms4a6c","73656"
"48010177","MS4A1","931","Ms4a1","12482"
"48010178","MS4A6A","64231","Ms4a6b","69774"
"48010178","MS4A6E","245802","Ms4a6b","69774"
"48010179","MS4A10","341116","Ms4a10","69826"
"48010180","MS4A6A","64231","Ms4a6d","68774"
"48010180","MS4A6E","245802","Ms4a6d","68774"
"48010181","MS4A7","58475","Ms4a7","109225"
"48010182","AADACL4","343066","Aadacl4fm1","381572"
"48010183","AADACL4","343066","Aadacl4fm5","329993"
"48010184","AADACL4","343066","Aadacl4fm2","627085"
"48010185","AADACL4","343066","AAdacl4fm3","546849"
"48010186","AADACL4","343066","Aadacl4","435815"
"48010187","AADACL3","126767","Aadacl3","230883"
"48010188","AADACL4","343066","Aadacl4fm4","230890"
"48010189","MS4A5","64232","Ms4a5","269063"
"48010190","OLIG3","167826","Olig3","94222"
"48010191","XK","7504","Xk","22439"
"48010192","ADRB3","155","Adrb3","11556"
"48010193","POLR1F","221830","Polr1f","28071"
"48010194","EHBP1L1","254102","Ehbp1l1","114601"
"48010195","SRSF1","6426","Srsf1","110809"
"48010196","TOR1A","1861","Tor1a","30931"
"48010197","PAX3","5077","Pax3","18505"
"48010198","PAX7","5081","Pax7","18509"
"48010199","LRRC9","341883","Lrrc9","78257"
"48010200","MLF1","4291","Mlf1","17349"
"48010201","CFAP107","93190","Cfap107","69364"
"48010202","MYCBPAP","84073","Mycbpap","104601"
"48010203","C1orf146","388649","1700028K03Rik","76421"
"48010204","EXOSC1","51013","Exosc1","66583"
"48010205","MBNL3","55796","Mbnl3","171170"
"48010206","OSBPL10","114884","Osbpl10","74486"
"48010207","WNT3","7473","Wnt3","22415"
"48010208","PROX2","283571","Prox2","73422"
"48010209","BCL2L11","10018","Bcl2l11","12125"
"48010210","ARHGAP5","394","Arhgap5","11855"
"48010211","DNAH1","25981","Dnah1","110084"
"48010212","GRPR","2925","Grpr","14829"
"48010213","NLRP6","171389","Nlrp6","101613"
"48010214","NLRP10","338322","Nlrp10","244202"
"48010215","APPL1","26060","Appl1","72993"
"48010216","TUBGCP6","85378","Tubgcp6","328580"
"48010217","APPL2","55198","Appl2","216190"
"48010218","G0S2","50486","G0s2","14373"
"48010219","IQCK","124152","Iqck","434232"
"48010220","AIMP1","9255","Aimp1","13722"
"48010221","CABCOCO1","219621","Cabcoco1","73287"
"48010222","TMEM186","25880","Tmem186","66690"
"48010223","ZBTB24","9841","Zbtb24","268294"
"48010224","XYLT2","64132","Xylt2","217119"
"48010225","NSMCE2","286053","Nsmce2","68501"
"48010226","CHST12","55501","Chst12","59031"
"48010227","EPSTI1","94240","Epsti1","108670"
"48010228","LEAP2","116842","Leap2","259301"
"48010229","HTR1B","3351","Htr1b","15551"
"48010230","ADRB1","153","Adrb1","11554"
"48010231","SYT12","91683","Syt12","171180"
"48010232","UROC1","131669","Uroc1","243537"
"48010233","DTX2","113878","Dtx2","74198"
"48010234","RBM12","10137","Rbm12","75710"
"48010235","DEAF1","10522","Deaf1","54006"
"48010236","PLEKHM2","23207","Plekhm2","69582"
"48010237","LDAH","60526","Ldah","68832"
"48010238","PCTP","58488","Pctp","18559"
"48010239","FUT10","84750","Fut10","171167"
"48010240","KNSTRN","90417","Knstrn","51944"
"48010241","GPR160","26996","Gpr160","71862"
"48010242","THRSP","7069","Thrsp","21835"
"48010243","RARRES2","5919","Rarres2","71660"
"48010244","VPS54","51542","Vps54","245944"
"48010245","CCL20","6364","Ccl20","20297"
"48010246","TOP6BL","79703","Top6bl","381196"
"48010247","ZNF831","128611","Zfp831","100043757"
"48010248","LYRM9","201229","Lyrm9","66274"
"48010249","MICAL1","64780","Mical1","171580"
"48010250","CCL15","6359","Ccl9","20308"
"48010250","CCL23","6368","Ccl9","20308"
"48010251","CCL15","6359","Ccl6","20305"
"48010251","CCL23","6368","Ccl6","20305"
"48010252","CCL4","6351","Ccl4","20303"
"48010252","CCL4L1","388372","Ccl4","20303"
"48010252","CCL4L2","9560","Ccl4","20303"
"48010253","CCL5","6352","Ccl5","20304"
"48010254","CCL18","6362","Ccl3","20302"
"48010254","CCL3","6348","Ccl3","20302"
"48010254","CCL3L1","6349","Ccl3","20302"
"48010254","CCL3L3","414062","Ccl3","20302"
"48010255","C11orf52","91894","2310030G06Rik","66952"
"48010256","PHC1","1911","Phc1","13619"
"48010257","SECISBP2L","9728","Secisbp2l","70354"
"48010258","C15orf40","123207","3110040N11Rik","67290"
"48010259","TATDN2","9797","Tatdn2","381801"
"48010260","HTR2B","3357","Htr2b","15559"
"48010261","MIA","8190","Mia","12587"
"48010262","FSAF1","128061","Fsaf1","66523"
"48010263","NUDT19","390916","Nudt19","110959"
"48010264","SYCE3","644186","Syce3","75459"
"48010265","SMIM1","388588","Smim1","68859"
"48010266","DNAJC27","51277","Dnajc27","217378"
"48010267","SUN1","23353","Sun1","77053"
"48010268","TMEM69","51249","Tmem69","230657"
"48010269","TMEM65","157378","Tmem65","74868"
"48010270","NOS1AP","9722","Nos1ap","70729"
"48010271","MAPT","4137","Mapt","17762"
"48010272","TENM3","55714","Tenm3","23965"
"48010273","BBS9","27241","Bbs9","319845"
"48010274","PLEKHH2","130271","Plekhh2","213556"
"48010275","TBXT","6862","T","20997"
"48010276","OSGIN2","734","Osgin2","209212"
"48010277","EXOC3L4","91828","Exoc3l4","74190"
"48010278","RNH1","6050","Rnh1","107702"
"48010279","VARS2","57176","Vars2","68915"
"48010280","GOLGA2","2801","Golga2","99412"
"48010281","CNTN3","5067","Cntn3","18488"
"48010282","LAMB2","3913","Lamb2","16779"
"48010283","HIPK1","204851","Hipk1","15257"
"48010284","FBXO46","23403","Fbxo46","243867"
"48010285","FBXL20","84961","Fbxl20","72194"
"48010286","REX1BD","55049","Rex1bd","66462"
"48010287","GAREM2","150946","Garem2","242915"
"48010288","LRRC69","100130742","Lrrc69","73314"
"48010289","PARP14","54625","Parp14","547253"
"48010290","IMPG2","50939","Impg2","224224"
"48010292","TMEM121","80757","Tmem121","69195"
"48010293","RIBC1","158787","Ribc1","66611"
"48010294","PEX6","5190","Pex6","224824"
"48010295","PUM2","23369","Pum2","80913"
"48010296","ARHGAP23","57636","Arhgap23","58996"
"48010297","RHPN1","114822","Rhpn1","14787"
"48010298","RPS6KC1","26750","Rps6kc1","320119"
"48010299","REC114","283677","Rec114","73673"
"48010300","BICD1","636","Bicd1","12121"
"48010301","KCNIP2","30819","Kcnip2","80906"
"48010302","TNS3","64759","Tns3","319939"
"48010303","TPRN","286262","Tprn","97031"
"48010304","ANAPC7","51434","Anapc7","56317"
"48010305","ZBTB47","92999","Zbtb47","270210"
"48010306","MTURN","222166","Mturn","68235"
"48010307","AARD","441376","Aard","239435"
"48010308","DNAJC25","548645","Dnajc25","72429"
"48010308","DNAJC25-GNG10","552891","Dnajc25","72429"
"48010309","MAP3K19","80122","Map3k19","22625"
"48010310","TNFSF15","9966","Tnfsf15","326623"
"48010311","SERP2","387923","Serp2","72661"
"48010312","TIMM17B","10245","Timm17b","21855"
"48010313","CDKN2C","1031","Cdkn2c","12580"
"48010314","ADCK5","203054","Adck5","268822"
"48010315","MB21D2","151963","Mb21d2","239796"
"48010316","ANKRD39","51239","Ankrd39","109346"
"48010317","KLHL22","84861","Klhl22","224023"
"48010318","LACC1","144811","Lacc1","210808"
"48010319","PRRC2C","23215","Prrc2c","226562"
"48010320","TCTN1","79600","Tctn1","654470"
"48010321","TOR3A","64222","Tor3a","30935"
"48010322","PARP9","83666","Parp9","80285"
"48010323","FAM110D","79927","Fam110d","72690"
"48010324","PLAT","5327","Plat","18791"
"48010325","ARMH1","339541","Armh1","381544"
"48010326","EP400","57634","Ep400","75560"
"48010327","PDCD1LG2","80380","Pdcd1lg2","58205"
"48010328","CD274","29126","Cd274","60533"
"48010329","MUTYH","4595","Mutyh","70603"
"48010330","RNF216","54476","Rnf216","108086"
"48010331","C3orf38","285237","4930453N24Rik","67609"
"48010332","CEACAM20","125931","Ceacam20","71601"
"48010333","ANKRD26","22852","Ankrd26","232339"
"48010334","UBE2W","55284","Ube2w","66799"
"48010335","NMUR1","10316","Nmur1","14767"
"48010336","DCLK3","85443","Dclk3","245038"
"48010337","LRRC75B","388886","Lrrc75b","192734"
"48010338","C22orf39","128977","2510002D24Rik","72307"
"48010339","NAIF1","203245","Naif1","71254"
"48010340","NKX3-1","4824","Nkx3-1","18095"
"48010341","GPR61","83873","Gpr61","229714"
"48010342","DGKD","8527","Dgkd","227333"
"48010343","FDFT1","2222","Fdft1","14137"
"48010344","CCDC136","64753","Ccdc136","232664"
"48010345","EFEMP1","2202","Efemp1","216616"
"48010346","GNAQ","2776","Gnaq","14682"
"48010347","SSNA1","8636","Ssna1","68475"
"48010348","ANAPC2","29882","Anapc2","99152"
"48010349","MED1","5469","Med1","19014"
"48010350","WSB2","55884","Wsb2","59043"
"48010351","EPS15","2060","Eps15","13858"
"48010352","STEAP3","55240","Steap3","68428"
"48010353","DNM1","1759","Dnm1","13429"
"48010354","VMA21","203547","Vma21","67048"
"48010355","DPP4","1803","Dpp4","13482"
"48010356","CABP4","57010","Cabp4","73660"
"48010357","YEATS2","55689","Yeats2","208146"
"48010358","MAP6D1","79929","Map6d1","208158"
"48010359","LYRM4","57128","Lyrm4","380840"
"48010360","ARPP21","10777","Arpp21","74100"
"48010361","LMLN","89782","Lmln","239833"
"48010362","PCDH7","5099","Pcdh7","54216"
"48010363","CHRDL2","25884","Chrdl2","69121"
"48010364","CDKN2B","1030","Cdkn2b","12579"
"48010365","CDKN2A","1029","Cdkn2a","12578"
"48010366","POLR3G","10622","Polr3g","67486"
"48010367","MBLAC2","153364","Mblac2","72852"
"48010368","CXCL1","2919","Cxcl3","330122"
"48010368","CXCL2","2920","Cxcl3","330122"
"48010368","CXCL3","2921","Cxcl3","330122"
"48010369","CXCL1","2919","Cxcl2","20310"
"48010369","CXCL2","2920","Cxcl2","20310"
"48010369","CXCL3","2921","Cxcl2","20310"
"48010370","CXCL1","2919","Cxcl1","14825"
"48010370","CXCL2","2920","Cxcl1","14825"
"48010371","CXCL5","6374","Cxcl5","20311"
"48010371","CXCL6","6372","Cxcl5","20311"
"48010372","PPBP","5473","Ppbp","57349"
"48010373","FOXB2","442425","Foxb2","14240"
"48010374","RFK","55312","Rfk","54391"
"48010375","GPR37L1","9283","Gpr37l1","171469"
"48010376","ENOX1","55068","Enox1","239188"
"48010377","FGD1","2245","Fgd1","14163"
"48010378","ZMAT4","79698","Zmat4","320158"
"48010379","CENPH","64946","Cenph","26886"
"48010380","SH3TC2","79628","Sh3tc2","225608"
"48010381","LMOD1","25802","Lmod1","93689"
"48010382","TTLL10","254173","Ttll10","330010"
"48010383","PIDD1","55367","Pidd1","57913"
"48010384","ADGRA2","25960","Adgra2","78560"
"48010385","WDR6","11180","Wdr6","83669"
"48010386","IFT70A","92104","Ift70a2","620631"
"48010386","IFT70B","150737","Ift70a2","620631"
"48010387","IFT70B","150737","Ift70b","72421"
"48010388","IFT70A","92104","Ift70a1","78802"
"48010389","SDK1","221935","Sdk1","330222"
"48010390","RSPH14","27156","Rsph14","71236"
"48010391","HBQ1","3049","Hbq1b","544763"
"48010392","HBA1","3039","Hba-a1","15122"
"48010392","HBA2","3040","Hba-a1","15122"
"48010393","CEP250","11190","Cep250","16328"
"48010394","PLXDC1","57125","Plxdc1","72324"
"48010395","FPGT-TNNI3K","100526835","Tnni3k","435766"
"48010395","TNNI3K","51086","Tnni3k","435766"
"48010396","LRRIQ3","127255","Lrriq3","74435"
"48010397","GP1BB","2812","Gp1bb","14724"
"48010398","NEMP2","100131211","Nemp2","227094"
"48010399","ADAMTS10","81794","Adamts10","224697"
"48010400","FBXO4","26272","Fbxo4","106052"
"48010401","MCF2L","23263","Mcf2l","17207"
"48010402","PHF11","51131","Phf11d","219132"
"48010403","PHF11","51131","Phf11c","628705"
"48010404","PHF11","51131","Phf11b","236451"
"48010405","PHF11","51131","Phf11a","219131"
"48010406","VARS1","7407","Vars1","22321"
"48010407","USP11","8237","Usp11","236733"
"48010408","CCSER1","401145","Ccser1","232035"
"48010409","ACOD1","730249","Acod1","16365"
"48010410","TMEM163","81615","Tmem163","72160"
"48010411","GATA1","2623","Gata1","14460"
"48010412","LZTS1","11178","Lzts1","211134"
"48010413","LCT","3938","Lct","226413"
"48010414","IFIH1","64135","Ifih1","71586"
"48010415","FAP","2191","Fap","14089"
"48010416","SBK2","646643","Sbk2","381836"
"48010417","ARHGEF16","27237","Arhgef16","230972"
"48010418","KIAA2013","90231","2510039O18Rik","77034"
"48010419","SH2D6","284948","Sh2d6","71130"
"48010420","KLHL23","151230","Klhl23","277396"
"48010421","TMEM132B","114795","Tmem132b","208151"
"48010422","TMEM132D","121256","Tmem132d","243274"
"48010423","INPP5J","27124","Inpp5j","170835"
"48010424","BEND5","79656","Bend5","67621"
"48010425","APLF","200558","Aplf","72103"
"48010426","BRPF3","27154","Brpf3","268936"
"48010427","ADCY5","111","Adcy5","224129"
"48010428","CCDC141","285025","Ccdc141","545428"
"48010429","KANSL1L","151050","Kansl1l","68691"
"48010430","HTR2C","3358","Htr2c","15560"
"48010431","B3GALT4","8705","B3galt4","54218"
"48010432","ZNF692","55657","Zfp692","103836"
"48010433","MYO1F","4542","Myo1f","17916"
"48010434","MFN2","9927","Mfn2","170731"
"48010435","MMD2","221938","Mmd2","75104"
"48010436","CLASP1","23332","Clasp1","76707"
"48010437","PLXNB3","5365","Plxnb3","140571"
"48010438","ANO6","196527","Ano6","105722"
"48010439","ERFE","151176","Erfe","227358"
"48010440","BUB1","699","Bub1","12235"
"48010441","TNFRSF11B","4982","Tnfrsf11b","18383"
"48010442","CARMIL1","55604","Carmil1","68732"
"48010443","C8orf82","414919","C030006K11Rik","223665"
"48010444","NUP98","4928","Nup98","269966"
"48010445","AAK1","22848","Aak1","269774"
"48010446","FNBP1","23048","Fnbp1","14269"
"48010447","OLFML2A","169611","Olfml2a","241327"
"48010448","MTSS1","9788","Mtss1","211401"
"48010449","COL4A1","1282","Col4a1","12826"
"48010450","HTR1F","3355","Htr1f","15557"
"48010451","PNCK","139728","Pnck","93843"
"48010452","PHF19","26147","Phf19","74016"
"48010453","SEMA6B","10501","Sema6b","20359"
"48010454","OSBPL11","114885","Osbpl11","106326"
"48010455","KIF5C","3800","Kif5c","16574"
"48010456","MAP3K13","9175","Map3k13","71751"
"48010457","REV1","51455","Rev1","56210"
"48010458","ADORA1","134","Adora1","11539"
"48010459","RASEF","158158","Rasef","242505"
"48010460","LPXN","9404","Lpxn","107321"
"48010461","PDE4D","5144","Pde4d","238871"
"48010462","C1QL2","165257","C1ql2","226359"
"48010463","CPS1","1373","Cps1","227231"
"48010464","ESPN","83715","Espn","56226"
"48010465","CFAP276","127003","Cfap276","75504"
"48010466","SOAT1","6646","Soat1","20652"
"48010467","EDNRB","1910","Ednrb","13618"
"48010468","KANK3","256949","Kank3","80880"
"48010469","NTNG2","84628","Ntng2","171171"
"48010470","MLEC","9761","Mlec","109154"
"48010471","KCND1","3750","Kcnd1","16506"
"48010472","SNRNP200","23020","Snrnp200","320632"
